0,1210
0,2198
0,2239
0,3152
0,5167
0,5372
0,7395
1,856
1,1066
1,2648
1,3013
1,5321
1,6563
1,7128
1,7359
2,1036
2,3592
2,3818
2,4183
2,6684
2,7558
3,260
3,448
3,3748
3,4086
3,4376
3,4670
3,5070
3,5258
3,5641
3,6424
3,6952
3,7467
3,7481
3,7582
4,3474
4,3741
4,3915
4,4143
4,4208
4,4351
4,4673
4,6623
5,526
5,584
5,1448
5,1521
5,1978
5,2402
5,3520
5,3821
5,6952
5,7077
5,7149
6,2519
6,2700
6,3716
6,4311
6,5154
7,401
7,491
7,1053
7,2180
7,2591
7,3843
7,4639
7,5413
7,5427
7,5599
7,5977
7,6081
7,6650
7,6687
7,6871
8,3404
8,3821
8,6243
8,7149
9,252
9,1435
9,2094
10,641
10,981
10,1334
10,1696
10,1736
10,1881
10,2337
10,2364
10,3583
10,3678
10,3749
10,4509
10,4740
10,4829
10,5828
10,6665
10,6876
10,7308
11,2168
11,2874
11,7449
12,880
12,2282
12,2297
12,2824
13,3197
14,260
14,1880
15,1153
15,2239
15,3510
15,3559
15,6702
15,7130
16,7505
17,6423
17,6681
17,7404
18,3311
18,3895
18,5404
18,5816
19,279
19,342
19,581
19,620
19,686
19,1824
19,1982
19,4143
19,4208
19,5094
19,5361
19,6006
19,6587
20,162
20,629
20,839
20,919
20,1121
20,1453
20,2179
20,2751
20,3698
20,4015
20,4986
20,5146
20,5420
20,5614
20,5923
21,117
21,1010
21,2034
21,4587
21,5583
21,6926
21,7224
22,273
22,557
22,1656
22,1845
22,2443
22,3924
22,4143
22,6874
23,693
23,1540
23,1545
23,2013
23,2290
23,3758
23,4157
23,4871
23,5095
23,5518
23,5955
23,6673
23,6678
23,6706
23,6760
23,7568
23,7580
23,7607
24,369
24,400
24,2408
24,2689
24,3445
24,3623
24,4415
24,5469
24,5734
24,5897
25,702
25,925
25,949
25,3325
25,3699
25,3899
25,4686
25,5964
25,6902
25,6940
26,383
26,658
26,1004
26,1347
26,2117
26,2871
26,3053
26,3608
26,4147
26,4650
26,4848
26,5378
26,5442
26,6371
27,213
27,258
27,1782
27,2198
27,2614
27,3359
27,4154
27,7510
28,109
28,924
28,966
28,1034
28,1627
28,1661
28,1777
28,1797
28,1834
28,2262
28,2400
28,2761
28,2804
28,3512
28,3683
28,3720
28,3849
28,4033
28,4194
28,4196
28,4415
28,4479
28,4731
28,5332
28,5615
